stop_id,stop_code,stop_name,location_type,parent_station,stop_lon,stop_lat
900176501,Hasenweg,Hasenweg,0,9001765,10.0107775,48.3669058333
9001671,"Donaustetten, Wasserturm",Wasserturm,1,,9.93302929149,48.331584895
900102501,Frauenstraße,Frauenstraße,0,9001025,9.99361055556,48.4062038889
900102502,Frauenstraße,Frauenstraße,0,9001025,9.99276500394,48.4067645159
9001631,St.-Gallener-Straße,St.-Gallener-Straße,1,,9.97874253128,48.3497106462
900139102,Oberer Kuhberg,Oberer Kuhberg,0,9001391,9.95189305556,48.3816930556
900139103,Oberer Kuhberg,Oberer Kuhberg,0,9001391,9.9530578653,48.3817956038
900139101,Oberer Kuhberg,Oberer Kuhberg,0,9001391,9.9527920884,48.3819731207
900171302,Augsburger Tor,Augsburger Tor,0,9001713,10.0041002778,48.3982772222
900155401,Firma UPS,Firma UPS,0,9001554,9.92596138889,48.3541091667
9001772,Danziger Straße,Danziger Straße,1,,10.0112925864,48.3707523285
9001771,Oberfeld,Oberfeld,1,,10.0110202778,48.3640155556
900155402,Firma UPS,Firma UPS,0,9001554,9.92631333333,48.3539605556
900117002,Edith-Stein-Ring,Edith-Stein-Ring,0,9001170,9.99286557963,48.4397694243
900138102,Robert-Dick-Weg,Robert-Dick-Weg,0,9001381,9.96729777778,48.3863486111
900120101,Fort Unterer Eselsberg,Fort Unterer Eselsberg,0,9001201,9.96554599056,48.411477226
900120102,Fort Unterer Eselsberg,Fort Unterer Eselsberg,0,9001201,9.96552972222,48.4114205556
900150002,Steinbeisstraße,Steinbeisstraße,0,9001500,9.95332638889,48.36852
900134302,Sportplatz TSG,Sportplatz TSG,0,9001343,9.94463140127,48.3978372965
900177101,Oberfeld,Oberfeld,0,9001771,10.0110202778,48.3640155556
900150001,Steinbeisstraße,Steinbeisstraße,0,9001500,9.95339,48.3685977778
9001724,Memminger Straße,Memminger Straße,1,,10.0037581794,48.3853376057
900193701,"Pfuhl, Platzgasse",Platzgasse,0,9001937,10.0354477778,48.4085977778
900193702,"Pfuhl, Platzgasse",Platzgasse,0,9001937,10.0350533333,48.4081933333
900105401,Donauhalle,Donauhalle,0,9001054,10.0112470497,48.4121363091
900105402,Donauhalle,Donauhalle,0,9001054,10.0112344444,48.4121075
900135902,Haßlerstraße,Haßlerstraße,0,9001359,9.97882166667,48.3904411111
9001602,Alte Siedlung,Alte Siedlung,1,,9.9827620345,48.3537679035
9001601,Oberer Wirt,Oberer Wirt,1,,9.98638805556,48.3565363889
900135901,Haßlerstraße,Haßlerstraße,0,9001359,9.97761777778,48.3896536111
9001608,Ostermahdweg,Ostermahdweg,1,,9.99054416667,48.3645825
900193902,"Pfuhl, Trissionplatz",Trissionplatz,0,9001939,10.0330472559,48.4068330489
900193901,"Pfuhl, Trissionplatz",Trissionplatz,0,9001939,10.032909757,48.4067829948
900129902,Sedanstraße,Sedanstraße,0,9001299,9.96027867496,48.3921446118
900129901,Sedanstraße,Sedanstraße,0,9001299,9.96036082891,48.392180959
9001210,Burgunderweg,Burgunderweg,1,,9.96134518159,48.4087566004
9001218,Lupferbrücke,Lupferbrücke,1,,9.95667798863,48.403585522
900153401,Voithstraße,Voithstraße,0,9001534,9.95602666667,48.3675952778
9001359,Haßlerstraße,Haßlerstraße,1,,9.97806722222,48.3884594444
900124003,Universität Süd,Universität Süd,0,9001240,9.95599422615,48.4218187432
900124002,Universität Süd,Universität Süd,0,9001240,9.95631308411,48.4218900549
900106001,Safranberg,Safranberg,0,9001060,10.0031894444,48.4124702778
900100301,Rosengasse,Rosengasse,0,9001003,9.99682388889,48.4003733333
900100302,Rosengasse,Rosengasse,0,9001003,9.99677833333,48.4007486111
900106002,Safranberg,Safranberg,0,9001060,10.0017741667,48.4129013889
9001351,Blücherstraße,Blücherstraße,1,,9.9736839315,48.3938570147
9001350,Ehinger Tor,Ehinger Tor,1,,9.98100965138,48.3946650882
9001353,Magirusstraße,Magirusstraße,1,,9.96467475962,48.3944497235
9001352,Theodor-Heuss-Platz,Theodor-Heuss-Platz,1,,9.96831622245,48.3947427114
9001355,Beyerstraße (nur Pausenhaltestelle),Beyerstraße (nur Pausenhaltestelle),1,,9.97832916667,48.3929661111
9001354,Blautal-Center,Blautal-Center,1,,9.96053277778,48.4003238889
900132102,Schongauer Weg,Schongauer Weg,0,9001321,9.9485,48.3934194444
9001501,Liststraße,Liststraße,1,,9.94908842283,48.3696734697
900162002,Erenlauh,Erenlauh,0,9001620,9.97106682646,48.3585890566
900162001,Erenlauh,Erenlauh,0,9001620,9.97109916667,48.3584027778
900135403,Blautal-Center,Blautal-Center,0,9001354,9.96053277778,48.4003238889
900135402,Blautal-Center,Blautal-Center,0,9001354,9.9615575,48.4004472222
900135401,Blautal-Center,Blautal-Center,0,9001354,9.96161379207,48.4006477675
9001131,"Mähringen, Ulmer Steige",Ulmer Steige,1,,9.94406694444,48.4353838889
900116001,Hörverlsinger Weg,Hörverlsinger Weg,0,9001160,9.98636166667,48.4260036111
900116002,Hörverlsinger Weg,Hörverlsinger Weg,0,9001160,9.98604527778,48.4254666667
900105101,Staufenring,Staufenring,0,9001051,10.0043627291,48.4035150353
900105102,Staufenring,Staufenring,0,9001051,10.0042083333,48.4034916667
900101112,Justizgebäude,Justizgebäude,0,9001011,9.99283222222,48.4019797222
900170102,Adenauerbrücke,Adenauerbrücke,0,9001701,9.98814888889,48.3884697222
9001504,Maybachstraße,Maybachstraße,1,,9.94627527778,48.3612808333
900129601,Neunkirchenweg,Neunkirchenweg,0,9001296,9.95985153416,48.3864279484
9001506,Benzstraße,Benzstraße,1,,9.94174260472,48.3656715372
900134502,Fünf-Bäume-Weg,Fünf-Bäume-Weg,0,9001345,9.9488075,48.3964088889
9001500,Steinbeisstraße,Steinbeisstraße,1,,9.95332638889,48.36852
900155202,Firma Rheinzink,Firma Rheinzink,0,9001552,9.92544627258,48.3560278679
900155201,Firma Rheinzink,Firma Rheinzink,0,9001552,9.92562916667,48.3561802778
9001503,Heuweg,Heuweg,1,,9.95211722222,48.3648516667
9001258,Sonnenfeld,Sonnenfeld,1,,9.93726861111,48.4141425
900124901,Science Park II,Science Park II,0,9001249,9.9376425,48.4246883333
900124902,Science Park II,Science Park II,0,9001249,9.93680416667,48.4243511111
900174501,Arena,Arena,0,9001745,10.00577,48.38237
900121002,Burgunderweg,Burgunderweg,0,9001210,9.96134518159,48.4087566004
900174502,Arena,Arena,0,9001745,10.0056492694,48.3816857417
900100902,Hafengasse,Hafengasse,0,9001009,9.996296608,48.3986892944
900133901,Am Roten Berg,Am Roten Berg,0,9001339,9.93959916667,48.4010911111
900133902,Am Roten Berg,Am Roten Berg,0,9001339,9.94046444444,48.4008133333
900100901,Hafengasse,Hafengasse,0,9001009,9.99601333333,48.3979872222
900122201,Beringerbrücke,Beringerbrücke,0,9001222,9.96642038821,48.4046630722
900103902,Kienlesberg,Kienlesberg,0,9001039,9.98336777778,48.4058161111
900103901,Kienlesberg,Kienlesberg,0,9001039,9.98334416667,48.4058791667
900122202,Beringerbrücke,Beringerbrücke,0,9001222,9.96633590244,48.4046054226
900108201,Eichberg Nord,Eichberg Nord,0,9001082,10.0076147654,48.4265955256
900108202,Eichberg Nord,Eichberg Nord,0,9001082,10.0070377046,48.4261468646
900136702,Auf der Gölde,Auf der Gölde,0,9001367,9.9668075,48.4004272222
900135301,Magirusstraße,Magirusstraße,0,9001353,9.96387702515,48.3944323771
900135302,Magirusstraße,Magirusstraße,0,9001353,9.96467475962,48.3944497235
900126601,Ehrensteiner Feld,Ehrensteiner Feld,0,9001266,9.94850130143,48.41136293
9001000,ZOB,ZOB,1,,9.98361222222,48.3982872222
9001003,Rosengasse,Rosengasse,1,,9.99677833333,48.4007486111
900126602,Ehrensteiner Feld,Ehrensteiner Feld,0,9001266,9.94783222222,48.4111994444
900271002,"Blaustein, Hofstraße",Hofstraße,0,9002710,9.92247083333,48.4151611111
900105203,Donaustadion,Donaustadion,0,9001052,10.0068729134,48.40505648
900271001,"Blaustein, Hofstraße",Hofstraße,0,9002710,9.92324805556,48.4152358333
9001009,Hafengasse,Hafengasse,1,,9.996296608,48.3986892944
9001008,Hauptbahnhof,Hauptbahnhof,1,,9.98416128745,48.3993656011
900129602,Neunkirchenweg,Neunkirchenweg,0,9001296,9.95987985727,48.3863216682
900143301,"Ermingen, Waldstraße",Waldstraße,0,9001433,9.89777416667,48.3819652778
900143302,"Ermingen, Waldstraße",Waldstraße,0,9001433,9.89740222222,48.3818813889
9001431,"Ermingen, Allewind",Allewind,1,,9.89145972222,48.3764644444
9001432,"Ermingen, Panoramastraße",Panoramastraße,1,,9.89662314096,48.377553572
9001433,"Ermingen, Waldstraße",Waldstraße,1,,9.89740222222,48.3818813889
900104402,Neuer Friedhof,Neuer Friedhof,0,9001044,9.9865325,48.4157891667
900131003,Sonnenstraße,Sonnenstraße,0,9001310,9.95664527778,48.3945102778
900131002,Sonnenstraße,Sonnenstraße,0,9001310,9.95846507487,48.3946647344
900131001,Sonnenstraße,Sonnenstraße,0,9001310,9.95776475111,48.3945859776
900104401,Neuer Friedhof,Neuer Friedhof,0,9001044,9.98678722222,48.4157188889
900154901,Ratiopharm,Ratiopharm,0,9001549,9.93833845323,48.3600745506
900108701,Egertweg,Egertweg,0,9001087,10.0122730556,48.4258608333
900108702,Egertweg,Egertweg,0,9001087,10.0121418662,48.4261117253
900172502,Edisoncenter,Edisoncenter,0,9001725,10.007251754,48.3793174434
900172501,Edisoncenter,Edisoncenter,0,9001725,10.0073578942,48.3794000374
900173101,Steubenstraße,Steubenstraße,0,9001731,10.0075765737,48.3900577639
900173102,Steubenstraße,Steubenstraße,0,9001731,10.0078056154,48.3902008532
900131101,Königstraße,Königstraße,0,9001311,9.96123083333,48.3944605556
900132201,Leonberger Weg,Leonberger Weg,0,9001322,9.949445,48.3918241667
900132202,Leonberger Weg,Leonberger Weg,0,9001322,9.94949850273,48.3918571565
900132203,Leonberger Weg,Leonberger Weg,0,9001322,9.95021856965,48.3918256875
900106101,Albecker Steige,Albecker Steige,0,9001061,10.0038788889,48.4140025
900129702,Sulzbachweg,Sulzbachweg,0,9001297,9.95966484134,48.3889319114
900126502,Veltlinerweg,Veltlinerweg,0,9001265,9.95134768892,48.4097678384
900126501,Veltlinerweg,Veltlinerweg,0,9001265,9.9501774206,48.4098646374
900135202,Theodor-Heuss-Platz,Theodor-Heuss-Platz,0,9001352,9.96831622245,48.3947427114
900170401,Illerbrücke,Illerbrücke,0,9001704,9.98957470698,48.3725564961
900170402,Illerbrücke,Illerbrücke,0,9001704,9.98958527778,48.3727016667
900145101,"Harthausen, Kirche",Kirche,0,9001451,9.91422083333,48.3907552778
9001725,Edisoncenter,Edisoncenter,1,,10.007251754,48.3793174434
900145102,"Harthausen, Kirche",Kirche,0,9001451,9.91417379583,48.3906768206
9001723,Gartenstraße,Gartenstraße,1,,10.0002252839,48.3924686725
900117101,Margarete-Steiff-Weg,Margarete-Steiff-Weg,0,9001171,9.99666970033,48.4417536873
900276102,"Arnegg, Gasthof Blautal",Gasthof Blautal,0,9002761,9.8797309517,48.4154131788
900276101,"Arnegg, Gasthof Blautal",Gasthof Blautal,0,9002761,9.88043490267,48.4154836695
900100004,ZOB,ZOB,0,9001000,9.98385389999,48.3978074504
900190601,"Offenhausen, Roseggerstraße",Roseggerstraße,0,9001906,10.0246449612,48.4017389023
9001311,Königstraße,Königstraße,1,,9.96109037988,48.3945197924
900190602,"Offenhausen, Roseggerstraße",Roseggerstraße,0,9001906,10.023907095,48.4016493257
900110301,Junginger Straße,Junginger Straße,0,9001103,9.97212777778,48.4366013889
900272802,"Herrlingen, Bahnhof",Bahnhof,0,9002728,9.89788886521,48.4183524772
900130003,Söflingen,Söflingen,0,9001300,9.95464601969,48.3952942872
900170003,ZUP,ZUP,0,9001700,10.0036128644,48.3922253103
900107802,Ludwig-Beck-Straße,Ludwig-Beck-Straße,0,9001078,10.0068939333,48.4220850952
9001864,Borsigstraße,Borsigstraße,1,,10.0164722426,48.395777464
900163202,Kemptener Straße,Kemptener Straße,0,9001632,9.97295657222,48.3464496067
9001162,Albstraße,Albstraße,1,,9.98619888889,48.4352952778
900163201,Kemptener Straße,Kemptener Straße,0,9001632,9.97292747015,48.3464936933
900190301,"Offenhausen, Ortsstraße",Ortsstraße,0,9001903,10.0224772837,48.40207331
900190302,"Offenhausen, Ortsstraße",Ortsstraße,0,9001903,10.0225933076,48.4019202086
900125801,Sonnenfeld,Sonnenfeld,0,9001258,9.9375197259,48.4141181897
900167102,"Donaustetten, Wasserturm",Wasserturm,0,9001671,9.93302929149,48.331584895
9001940,"Pfuhl, Winterstraße",Winterstraße,1,,10.0437536111,48.4118383333
9001942,"Pfuhl, Schulzentrum",Schulzentrum,1,,10.0538429019,48.4142277265
9001540,Hans-Lorenser-Straße,Hans-Lorenser-Straße,1,,9.93803916667,48.3486775
900126002,Ruländerweg,Ruländerweg,0,9001260,9.95594820745,48.4083553411
900126001,Ruländerweg,Ruländerweg,0,9001260,9.95599834183,48.4083603573
9001548,Firma Meiller,Firma Meiller,1,,9.9361125,48.3615183333
9001549,Ratiopharm,Ratiopharm,1,,9.93852939873,48.3600745905
9001382,Egginer Weg,Egginer Weg,1,,9.96394722222,48.3854344444
9001383,Gewerbeschulen Königstraße,Gewerbeschulen Königstraße,1,,9.96019934375,48.3846033116
9001380,Saarlandstraße,Saarlandstraße,1,,9.97031722222,48.3879344444
9001381,Robert-Dick-Weg,Robert-Dick-Weg,1,,9.96729777778,48.3863486111
900101012,Theater,Theater,0,9001010,9.98784333333,48.4011683333
900101011,Theater,Theater,0,9001010,9.98798937783,48.4011655841
900136002,Römerplatz,Römerplatz,0,9001360,9.97428388889,48.3902127778
9001260,Ruländerweg,Ruländerweg,1,,9.95594820745,48.4083553411
900136001,Römerplatz,Römerplatz,0,9001360,9.9753175,48.3903736111
900138101,Robert-Dick-Weg,Robert-Dick-Weg,0,9001381,9.96690111111,48.3860513889
9001266,Ehrensteiner Feld,Ehrensteiner Feld,1,,9.94783222222,48.4111994444
900140102,Häberlinweg,Häberlinweg,0,9001401,9.94098546786,48.3731129639
900140101,Häberlinweg,Häberlinweg,0,9001401,9.94107305556,48.3730961111
900107011,Ostpreußenweg,Ostpreußenweg,0,9001070,10.0304153141,48.4343540454
900108102,Eichberg,Eichberg,0,9001081,10.0053641667,48.4228113889
900108101,Eichberg,Eichberg,0,9001081,10.0058977778,48.4234769444
900101111,Justizgebäude,Justizgebäude,0,9001011,9.99294333333,48.4019483333
900116602,Gehrnstraße,Gehrnstraße,0,9001166,9.99238722222,48.4458025
900116601,Gehrnstraße,Gehrnstraße,0,9001166,9.99235354594,48.4458617791
9002702,"Blaustein, Galgenbergstraße",Galgenbergstraße,1,,9.91635638889,48.4146722222
9002701,"Blaustein, Bahnhof/Rathaus",Bahnhof/Rathaus,1,,9.91872377359,48.4153670965
9001046,Wilhelmsburgkaserne,Wilhelmsburgkaserne,1,,9.98381,48.4180494444
900270101,"Blaustein, Bahnhof/Rathaus",Bahnhof/Rathaus,0,9002701,9.91828405822,48.415731024
900270102,"Blaustein, Bahnhof/Rathaus",Bahnhof/Rathaus,0,9002701,9.91872377359,48.4153670965
9002704,"Blaustein, Kalte Herberge",Kalte Herberge,1,,9.90803315608,48.4185365488
9002708,"Blaustein, Am Blaugarten",Am Blaugarten,1,,9.92918196273,48.4110516218
9001049,Congress Centrum,Congress Centrum,1,,10.0037127778,48.4008075
9001048,Örlinger Straße,Örlinger Straße,1,,10.0016213889,48.4087463889
900138302,Gewerbeschulen Königstraße,Gewerbeschulen Königstraße,0,9001383,9.96019934375,48.3846033116
900170008,ZUP,ZUP,0,9001700,10.0028572149,48.392008323
900153201,Siemensstraße,Siemensstraße,0,9001532,9.95497927792,48.3621738382
9001968,"Burlafingen, Schule",Schule,1,,10.0697605959,48.4120414445
900153202,Siemensstraße,Siemensstraße,0,9001532,9.95496038139,48.3621457678
9001166,Gehrnstraße,Gehrnstraße,1,,9.99238722222,48.4458025
9001167,Donau-Iller-Werkstätten,Donau-Iller-Werkstätten,1,,9.98591111111,48.4469527778
9001164,Schwarzenbergstraße,Schwarzenbergstraße,1,,9.98581861111,48.44872
9001165,Fichtenstraße,Fichtenstraße,1,,9.99082036879,48.4494479065
900167101,"Donaustetten, Wasserturm",Wasserturm,0,9001671,9.93317731694,48.3317039809
900132501,Maienweg Nord,Maienweg Nord,0,9001325,9.94570666667,48.3948177778
9001160,Hörverlsinger Weg,Hörverlsinger Weg,1,,9.98604527778,48.4254666667
9001161,Franzenhauserweg,Franzenhauserweg,1,,9.98558283039,48.4293234864
9001507,Boschstraße,Boschstraße,1,,9.95438944444,48.3711908333
900173401,Bradleystraße,Bradleystraße,0,9001734,10.0114165466,48.3855965901
900173402,Bradleystraße,Bradleystraße,0,9001734,10.0117130491,48.3857227271
9001502,Daimlerstraße,Daimlerstraße,1,,9.9527225,48.3664561111
900135111,Blücherstraße,Blücherstraße,0,9001351,9.97298422726,48.393850575
900105801,Ostplatz,Ostplatz,0,9001058,10.0011699447,48.4059940604
900105802,Ostplatz,Ostplatz,0,9001058,10.0018527778,48.4057136111
900135112,Blücherstraße,Blücherstraße,0,9001351,9.9736839315,48.3938570147
900186403,Borsigstraße,Borsigstraße,0,9001864,10.0165302724,48.3957230287
900186404,Borsigstraße,Borsigstraße,0,9001864,10.0164722426,48.395777464
900107202,Mecklenburgweg,Mecklenburgweg,0,9001072,10.0243584461,48.4345034025
9001744,Washingtonallee,Washingtonallee,1,,10.0111294444,48.3798902778
900100102,Steinerne Brücke,Steinerne Brücke,0,9001001,9.98858400295,48.3971605101
900194002,"Pfuhl, Winterstraße",Winterstraße,0,9001940,10.0437536111,48.4118383333
900142101,"Eggingen, Ringinger Straße",Ringinger Straße,0,9001421,9.87963305556,48.3610772222
900142102,"Eggingen, Ringinger Straße",Ringinger Straße,0,9001421,9.87965361111,48.3612286111
9001768,Hafnerweg,Hafnerweg,1,,10.0181247222,48.3661166667
9001769,Reichenberger Straße,Reichenberger Straße,1,,10.01521,48.3689986111
9001765,Hasenweg,Hasenweg,1,,10.0107775,48.3669058333
9001766,Katholische kirche,Katholische kirche,1,,10.0136552778,48.3672363889
9001767,Allgäuer Straße,Allgäuer Straße,1,,10.0130763259,48.3638942064
